timestamp,tweet_id,url,content,user_id,user_name,reply_count,retweet_count,like_count,stance_label,stance_against,stance_favor,stance_neutral
2025-09-09 09:32:50+09:00,1965211762883780766,https://x.com/MieAC129/status/1965211762883780766,ライセンスフリー無線 秋の一斉オンエアデー（敬老の日を含む連休の土日）  2025年9月13日21:00～9月14日15:00（予備日15日）  ,,,,,,AGAINST,0.3925968,0.31194678,0.29545644
2025-09-10 05:32:57+09:00,1965513780139622439,https://x.com/vi3csD5iMejIPOm/status/1965513780139622439,おはようございます 今日も良き一日をお過ごし下さい 秋の気配彼岸花開花中,vi3csD5iMejIPOm,松川誠治オープンガーデン,6.0,37.0,439.0,AGAINST,0.39169484,0.25293368,0.35537148
2025-09-11 08:08:00+09:00,1965915188047262150,https://x.com/newyorkrinkai/status/1965915188047262150,本日９月１１日（木） 朝９時ＯＰＥＮです(*'ω'*)  皆様のご来店お待ちしております,newyorkrinkai,newyork×2臨海,1.0,16.0,241.0,FAVOR,0.26128945,0.38175154,0.35695907
2025-09-11 16:00:12+09:00,1966034020350964060,https://x.com/bushi_creative/status/1966034020350964060,【お知らせ】 9月20日 (土)・23日(火・祝)のご入場について 『Re:ゼロから始めるエミリアの誕生日生活2025 in マルイ』 ---------------------------------- 9月20日 (土)、9月23日(火・祝)の一部時間帯のご入場は混雑緩和の為、事前予約入場制（先着）となります。,bushi_creative,ブシロードクリエイティブ公式,0.0,34.0,232.0,NEUTRAL,0.29493374,0.29226795,0.4127983
2025-09-12 05:46:15+09:00,1966241905660006733,https://x.com/vi3csD5iMejIPOm/status/1966241905660006733,おはようございます 今日も良き一日をお過ごし下さい 朝イチから小雨涼しい朝迎えています,vi3csD5iMejIPOm,松川誠治オープンガーデン,3.0,36.0,478.0,AGAINST,0.34488645,0.3107066,0.3444069
2025-09-12 16:36:19+09:00,1966405497768271941,https://x.com/NVmq1rklAMHZD0J/status/1966405497768271941,【追加営業日】 15日【月】15：00〜19：00 是非、お越しくださいね,NVmq1rklAMHZD0J,ミライ堂,10.0,33.0,240.0,NEUTRAL,0.2607002,0.3618078,0.377492
2025-09-14 11:18:33+09:00,1967050306707222606,https://x.com/garlic_apple/status/1967050306707222606,まあ離婚が難しいっていうなら、オープンマリッジにしたらいい。ほんとそれだけ。それだけで罪悪感は抱かなくて済むし、パートナーも傷つかなくて済むし、慰謝料も払わなくて済む。すごくよい,garlic_apple,Ankosky,0.0,0.0,0.0,NEUTRAL,0.24326704,0.25040564,0.50632733
2025-09-14 20:37:02+09:00,1967190851437879372,https://x.com/RIRINA_H_/status/1967190851437879372,YouTuberのヒカルが オープンマリッジで生きるって！  意味は夫婦が合意のもと 浮気OKって事らしい  これめっちゃいいー！ 私も結婚するならオープンマリッジがいい,RIRINA_H_,りりな,1.0,0.0,24.0,NEUTRAL,0.32299706,0.2897199,0.387283
2025-09-14 20:59:14+09:00,1967196438699647067,https://x.com/2ndKingCrimson/status/1967196438699647067,まぁ。。ゴチャゴチャ言ってるけど。。 オープンマリッジとか言うよりも 健康状態だけ良好で長生きだけしてくれ 無理しないで生きてくれ。。ヒカル,2ndKingCrimson,arca,0.0,0.0,6.0,NEUTRAL,0.20158863,0.18383595,0.6145753
2025-09-14 20:59:16+09:00,1967196449441210830,https://x.com/keibaryu007/status/1967196449441210830,オープンマリッジ 初めて聞いた言葉w,keibaryu007,復活の龍,0.0,0.0,22.0,NEUTRAL,0.19413735,0.2799579,0.5259048
2025-09-14 21:12:31+09:00,1967199783510224953,https://x.com/MEGREENEIGHTER/status/1967199783510224953,ヒカルくんもノアちゃんもいい表情オープンマリッジは2人が良ければオールOK世間の普通や常識なんか当てはめられないね  【報告】2人から皆様に大切な話があります  youtu.be/wIoEIagI6cE?si …  @YouTube より,MEGREENEIGHTER,えみち (emichi),0.0,4.0,62.0,NEUTRAL,0.21330146,0.33283547,0.45386302
2025-09-14 21:20:14+09:00,1967201725477269819,https://x.com/leeeemon007/status/1967201725477269819,おのはなの離婚にひかのあのオープンマリッジに何か心が「おぉ………」てなる夜だ,leeeemon007,やまどり,0.0,0.0,0.0,NEUTRAL,0.34393802,0.22554281,0.4305191
2025-09-14 21:20:53+09:00,1967201887880700401,https://x.com/hide62_/status/1967201887880700401,【報告】2人から皆様に大切な話があります youtu.be/wIoEIagI6cE?si … オープンマリッジ 浮気OKの結婚w ヽ(｀▽´)/,hide62_,ʜɪᴅᴇᴛᴏ ᴛᴀᴋᴀʜᴀsʜɪ,0.0,0.0,16.0,NEUTRAL,0.30079886,0.32974908,0.369452
2025-09-14 21:25:46+09:00,1967203115914215674,https://x.com/yuip_v6/status/1967203115914215674,オープンマリッジ、世間はやはり厳しい意見だねえ。。 別に夫婦がそれでいい言うてんねんからええやんなあ〜。世の中がコレだから結婚したくねえんだよなあ。 50年以上浮気せずに生きる！て宣言して守れる人間ばっかりなんかよこの世はよぉ、こんなに浮気が常駐化してて綺麗事言うてんちゃうぞぉてw,yuip_v6,ゆぃぴ今年は痩せます約束する,0.0,0.0,2.0,NEUTRAL,0.20527545,0.17162989,0.6230947
2025-09-14 21:27:57+09:00,1967203665309319589,https://x.com/ll4xt86zZeET85Q/status/1967203665309319589,ヒカル離婚じゃなくてオープンマリッジかい なんの衝撃も無いわ  これに怒ってるやつはなんなんだ？,ll4xt86zZeET85Q,レイ,0.0,0.0,0.0,NEUTRAL,0.36684528,0.21412534,0.41902938
2025-09-14 21:28:03+09:00,1967203693121634619,https://x.com/ibot_green/status/1967203693121634619,ヒカルの動画 コメント欄荒れてるけどヒカルは昔から変わってない 嫌なら観なければよい 勝手な夫婦像を押しつけないでほしい ,,,,,,AGAINST,0.40811235,0.25524,0.33664766
2025-09-14 21:29:19+09:00,1967204011850998122,https://x.com/this_aint_over/status/1967204011850998122,あーあー ヒカルさん夫婦より相馬さんカップルのがいいや…( ᐛ ) 0日婚で延距離で数ヶ月しかたってないのにオープンマリッジって浅すぎてださすぎるだろ 今までヒカルさんの夫婦動画楽しく見てたのにめちゃくちゃ気分悪いなぁ,this_aint_over,モフィ,0.0,0.0,3.0,NEUTRAL,0.30027893,0.23776862,0.4619524
2025-09-14 21:30:20+09:00,1967204265337995498,https://x.com/otomate_party/status/1967204265337995498,𓂃 𓈒𓏸◌𓂃 𓈒𓏸◌  ˎˊ˗ ,,,,,,AGAINST,0.37999892,0.32423303,0.29576802
2025-09-14 21:34:14+09:00,1967205247396556805,https://x.com/JinKuUNa/status/1967205247396556805,ヒカルと進撃のノアの0日婚オープンマリッジ、別の人と性交OK叩かれてるけど好き。普通の感性では理解できないけど、普通の感性でないから成功してる訳で、海外だと１つの恋愛の形やし、日本では公表初か知らんけど、裏ではそうなってるカップルも夫婦もいるし、当人お互いがそれで良いなら何でもok,JinKuUNa,クウナ,0.0,0.0,1.0,NEUTRAL,0.215708,0.29593328,0.4883587
2025-09-14 21:35:08+09:00,1967205473284923695,https://x.com/pecochieco/status/1967205473284923695,オープンマリッジって女性側の性欲がかなり強くない限り女側にメリットない 本命1人居たらそれでいいんだからさ〜…,pecochieco,ぬ,0.0,0.0,0.0,NEUTRAL,0.34229317,0.27228454,0.38542223
2025-09-14 21:41:54+09:00,1967207174557618216,https://x.com/mi_mimi0119/status/1967207174557618216,セカパの次はオープンマリッジって単語流行るかな、もうあの2人がお似合いだろ,mi_mimi0119,ベル元みみ,0.0,0.0,0.0,AGAINST,0.3740277,0.2644983,0.36147404
2025-09-14 21:44:59+09:00,1967207951330144372,https://x.com/apo_mt_ht_/status/1967207951330144372,先に公表して週刊誌対策としか思えないwww  ヒカル　妻・進撃のノアと〝オープンマリッジ〟選択「俺は離婚はしたくない。でも、浮気もしたい」（東スポWEB）  news.yahoo.co.jp/articles/ef9a7 …,apo_mt_ht_,yu.,0.0,0.0,2.0,NEUTRAL,0.3188953,0.322805,0.3582997
2025-09-14 21:46:25+09:00,1967208312916901902,https://x.com/tospo_seiji/status/1967208312916901902,ヒカル　妻・進撃のノアと〝オープンマリッジ〟選択「俺は離婚はしたくない。でも、浮気もしたい」｜東スポWEB,tospo_seiji,東スポ文化部ニュース班(芸能政治社会ネット),2.0,1.0,1.0,FAVOR,0.2552029,0.3867407,0.35805637
2025-09-14 21:46:54+09:00,1967208436409749706,https://x.com/kinnpatuhikaru/status/1967208436409749706,これから僕たち夫婦はオープンマリッジで生きていきます。  簡単にいうとお互いに浮気オッケーの関係です。  別に周りから支持されようとか思ってません。 僕たちは僕たちの幸せの形を追求していきます。,kinnpatuhikaru,ヒカル,0.0,0.0,0.0,NEUTRAL,0.16382943,0.25671044,0.5794601
2025-09-14 21:47:04+09:00,1967208475559428252,https://x.com/2529_____/status/1967208475559428252,オープンマリッジとはちょっと違うかもやけど しばゆー、あやなん ぷろたん、丸の内レイナ この夫婦も確か同じような事言ってて 結局離婚してるよなぁ  このまま夫婦として続いたら新しい形としてなっていきそうやけどどうなんやろ？？,2529_____,2529❦,0.0,0.0,5.0,NEUTRAL,0.2588401,0.26556325,0.47559667
2025-09-14 21:51:23+09:00,1967209562177781916,https://x.com/poppo_creator/status/1967209562177781916,オープンマリッジして,poppo_creator,ぽっぽ@映像クリエイター,0.0,0.0,0.0,NEUTRAL,0.25380483,0.3300259,0.4161693
2025-09-14 21:56:02+09:00,1967210732426330608,https://x.com/tsumyugi/status/1967210732426330608,離婚かと思ったからよかった？？？！オープンマリッジ,tsumyugi,つむちゃん,0.0,0.0,0.0,AGAINST,0.3458133,0.32305777,0.33112895
2025-09-14 21:56:42+09:00,1967210899313496134,https://x.com/haruars1995/status/1967210899313496134,オープンマリッジって私には一生理解できんかも 当人同士の問題だから首突っ込むことでもないが離婚したくないけど浮気したいって都合良すぎないか？,haruars1995,はるぼん,0.0,0.0,0.0,NEUTRAL,0.35812727,0.26356086,0.37831184
2025-09-14 21:57:07+09:00,1967211007799070809,https://x.com/sevenstar_Raid/status/1967211007799070809,てかオープンマリッジって言葉初めて聞きました笑,sevenstar_Raid,ゆのやん,0.0,0.0,46.0,NEUTRAL,0.23711823,0.29918125,0.46370053
2025-09-14 21:57:31+09:00,1967211105882964336,https://x.com/Maimai_mono12/status/1967211105882964336,オープンマリッジって、子供出来てからも上手くやれる人て居るのか？ そもそもオープンマリッジってのやるのが金持ちだから、大丈夫なん？？,Maimai_mono12,まいまい,0.0,0.0,1.0,NEUTRAL,0.35408396,0.26405227,0.3818637
2025-09-14 21:59:55+09:00,1967211711326556337,https://x.com/baby_acachan/status/1967211711326556337,オープンマリッジって何やねん,baby_acachan,あか,0.0,0.0,0.0,AGAINST,0.40161088,0.25243026,0.34595883
2025-09-14 22:00:16+09:00,1967211797611765999,https://x.com/mogHKRnews/status/1967211797611765999,"#ヒカル 注目記事#Yahooニュース 9/14  ""ノアも「..それでやっていこうみたいな結論に..楽しくなってな」と同意"" @shingeki_noa  @kinnpatuhikaru  @1chan_maessan  #HKRnews  #東スポ ヒカル #進撃のノア ""#オープンマリッジ〟選択「俺は離婚はしたくない 浮気もしたい」 news.yahoo.co.jp/articles/ef9a7 …",mogHKRnews,もぐひかるにゅーすフェチ ,0.0,0.0,0.0,NEUTRAL,0.31568566,0.31166312,0.37265122
2025-09-14 22:01:47+09:00,1967212181919060060,https://x.com/rimasan100/status/1967212181919060060,たしかに！ ヒカル　妻・進撃のノアと〝オープンマリッジ〟選択「俺は離婚はしたくない。でも、浮気もしたい」(東スポWEB) ,,,,,,FAVOR,0.31347987,0.3969014,0.28961873
2025-09-14 22:02:03+09:00,1967212246486159871,https://x.com/AoinRoom/status/1967212246486159871,ちょろっと動画見かけて何があったんやって思ったらこれか。  ヒカル　妻・進撃のノアと〝オープンマリッジ〟選択「俺は離婚はしたくない。でも、浮気もしたい」,AoinRoom,あおいん | 時事ご当地旅行情報,0.0,0.0,4.0,NEUTRAL,0.2923113,0.30769327,0.39999542
2025-09-14 22:03:06+09:00,1967212512891617710,https://x.com/lonely___clown/status/1967212512891617710,最初から続かなそうとは思ってたけど、オープンマリッジかぁ。これは離婚まで時間の問題だな。,lonely___clown,孤独なピエロ,0.0,1.0,6.0,NEUTRAL,0.23936701,0.23311153,0.52752143
2025-09-14 22:03:19+09:00,1967212567060967599,https://x.com/podema5/status/1967212567060967599,ヒカル、進撃のノア、オープンマリッジおめでとう,podema5,podema,0.0,0.0,4.0,FAVOR,0.34090176,0.34945312,0.30964518
2025-09-14 22:06:34+09:00,1967213383356395701,https://x.com/pokemondebu/status/1967213383356395701,オープンマリッジやなあ,pokemondebu,マオくん,0.0,0.0,0.0,AGAINST,0.3953098,0.24565652,0.35903364
2025-09-14 22:08:00+09:00,1967213746046304338,https://x.com/2jigen_daisuki/status/1967213746046304338,オープンマリッジを公言してる時点でこの先も子供とかは考えてないんだと思うけど 考えない方がいい。子供が不幸になる。,2jigen_daisuki,由美の兄貴,0.0,0.0,0.0,NEUTRAL,0.2896592,0.21595508,0.4943857
2025-09-14 22:13:00+09:00,1967215003490230546,https://x.com/Blacknanachi119/status/1967215003490230546,オープンマリッジってなんやねん,Blacknanachi119,ななぱふぱふ♡伝説のぱいおつポケモン=͟͟͞͞◓,1.0,0.0,1.0,NEUTRAL,0.37396115,0.23168774,0.39435107
2025-09-14 22:14:13+09:00,1967215310744007070,https://x.com/shix2do25/status/1967215310744007070,オープンマリッジやってきっしょ,shix2do25,宍戸@,0.0,0.0,0.0,NEUTRAL,0.34787363,0.28181008,0.37031624
2025-09-14 22:14:22+09:00,1967215348719182309,https://x.com/b0313_t/status/1967215348719182309,オープンマリッジ…,b0313_t,はむ𝑯𝒂𝒎𝒖,0.0,0.0,0.0,AGAINST,0.37632382,0.34612218,0.277554
2025-09-14 22:15:17+09:00,1967215576323178673,https://x.com/yuminoheya777/status/1967215576323178673,,,,,,,NEUTRAL,0.2557792,0.31104654,0.43317425
2025-09-14 22:16:08+09:00,1967215790815604899,https://x.com/nedeba9999/status/1967215790815604899,わりとオープンマリッジとかに、すぐになると思ってたわ。,nedeba9999,ネバダ社長@次世代副業3.0｜副業月約15万｜毎週100人フォロワー増▶︎現在1850人,0.0,0.0,0.0,NEUTRAL,0.25960568,0.20625615,0.5341382
2025-09-14 22:16:08+09:00,1967215791851618774,https://x.com/mio1757600/status/1967215791851618774,オープンマリッジ？ まじわけワカメ！！！！！！！,mio1757600,mio,0.0,0.0,1.0,NEUTRAL,0.3190083,0.33167544,0.34931624
2025-09-14 22:16:14+09:00,1967215818615533856,https://x.com/sanfranbays/status/1967215818615533856,オープンマリッジってどう思う？   【オープンマリッジ】 夫婦が互いの合意の下に、パートナー以外の人物との性的な関係や恋愛を認め合う結婚の形態,sanfranbays,グク,0.0,1.0,1.0,AGAINST,0.36647943,0.34807748,0.2854431
2025-09-14 22:17:16+09:00,1967216075420090728,https://x.com/aigare01/status/1967216075420090728,【悲報】ヒカル、無駄にあがき始める  進撃のノアと〝オープンマリッジ〟選択 「離婚はしたくない。でも、浮気もしたい」 形だけの夫婦、なにが「これは離婚じゃ無い」だ 結局3ヶ月も持たなかったな、チンコ脳。 ノアは一途やからこんな形にされても 無理矢理納得したに一票 ,,,,,,NEUTRAL,0.2672966,0.20352766,0.52917576
2025-09-14 22:19:32+09:00,1967216647531597936,https://x.com/bzbath/status/1967216647531597936,オープンマリッジてなんやねん、セカパとYouTubeよりきっついわ,bzbath,n@tsumi,0.0,0.0,1.0,NEUTRAL,0.2945203,0.20567259,0.49980712
2025-09-14 22:22:23+09:00,1967217365571256780,https://x.com/2jigen_daisuki/status/1967217365571256780,半年もたないでオープンマリッジとか言い出すんだから１年もしたら離婚してるかもな。 幻滅,2jigen_daisuki,由美の兄貴,0.0,0.0,0.0,AGAINST,0.4066305,0.27887905,0.31449047
2025-09-14 22:22:57+09:00,1967217506831257806,https://x.com/Valkyrie_EA/status/1967217506831257806,人生で初めてコーラ吹いた オープンマリッジ？よく分からんけど おめでとうございます ,,,,,,FAVOR,0.25147554,0.38193682,0.3665876
2025-09-14 22:25:47+09:00,1967218220995387535,https://x.com/oguecolabo7/status/1967218220995387535,"どんどん狂ってきてるな。 ウエストランドのネタやん。  RT ""ヒカル　妻・進撃のノアと〝オープンマリッジ〟選択「俺は離婚はしたくない。でも、浮気もしたい」"" - 東スポWEB #SmartNews",oguecolabo7,ケンロック,0.0,0.0,9.0,NEUTRAL,0.287679,0.33911142,0.3732096
2025-09-14 22:26:08+09:00,1967218306546532643,https://x.com/ice_kou55555/status/1967218306546532643,オープンマリッジて何だよ,ice_kou55555,すず,1.0,0.0,1.0,NEUTRAL,0.3567353,0.19708385,0.4461809
2025-09-14 22:30:02+09:00,1967219287963344929,https://x.com/hs96wz/status/1967219287963344929,セカンドパートナーなみに意味不明のオープンマリッジ  普通に不倫相手と不倫行為、で良いだろ,hs96wz,いるねず,0.0,0.0,0.0,NEUTRAL,0.37727395,0.22486116,0.39786485
2025-09-14 22:36:19+09:00,1967220871933862229,https://x.com/papidrillon/status/1967220871933862229,今回のは消化に時間がかかるだけで動画が上がれば観てしまうんだろうᐝ だけどオープンマリッジとかセカンドパートナーとかは全然理解できないししません,papidrillon,ちゃちる,1.0,0.0,1.0,NEUTRAL,0.3470805,0.2842197,0.3686998
2025-09-14 22:36:40+09:00,1967220958537871858,https://x.com/gyulwakannai19/status/1967220958537871858,オープンマリッジとは,gyulwakannai19,きゅるみ,0.0,0.0,2.0,NEUTRAL,0.2922216,0.2662314,0.44154695
2025-09-14 22:36:43+09:00,1967220973062783034,https://x.com/ponpoko87452845/status/1967220973062783034,俺もオープンマリッジでいく！ ごちゃごちゃ言うな！ ,,,,,,AGAINST,0.3664592,0.2817171,0.35182372
2025-09-14 22:37:07+09:00,1967221071876395321,https://x.com/sentouryokuha53/status/1967221071876395321,,,,,,,NEUTRAL,0.2557792,0.31104654,0.43317425
2025-09-14 22:37:13+09:00,1967221098036248959,https://x.com/sknju/status/1967221098036248959,何オープンマリッジって遊びたいだけじゃんWWWWWWWWWWWまずは離婚しろよWWWWWWWWWWW,sknju,さこんじゅ,0.0,0.0,1.0,NEUTRAL,0.2852699,0.21730557,0.49742445
2025-09-14 22:38:02+09:00,1967221302911246586,https://x.com/reosann2525/status/1967221302911246586,浮気したいからオープンマリッジ？,reosann2525,creo,0.0,0.0,1.0,FAVOR,0.3008603,0.36149734,0.33764237
2025-09-14 22:39:32+09:00,1967221679714893825,https://x.com/ten_iroha_xyz/status/1967221679714893825,オープンマリッジは、配偶者以外の異性との性交渉をお互いが理解し合い、受け入れることで成立します。 そのため、所有欲・独占欲・嫉妬心などに駆られることなく、婚姻関係を継続しながら自由に恋人を作れます。  結婚しなきゃいいのにって心底。  ,,,,,,NEUTRAL,0.23187165,0.2396042,0.52852416
2025-09-14 22:40:08+09:00,1967221831062221219,https://x.com/6BN7vlELpXw5vEL/status/1967221831062221219,なんだよオープンマリッジって..wやっぱりただのおままごとだったのか,6BN7vlELpXw5vEL,みにー,0.0,0.0,1.0,AGAINST,0.38362142,0.23685947,0.3795191
2025-09-14 22:41:18+09:00,1967222124030091641,https://x.com/tanakaman_1987/status/1967222124030091641,これ結婚しなくてもよかったんじゃねーの  ヒカル　妻・進撃のノアと〝オープンマリッジ〟選択「俺は離婚はしたくない。でも、浮気もしたい」(東スポWEB) ,,,,,,FAVOR,0.3299011,0.36184543,0.30825347
2025-09-14 22:41:20+09:00,1967222132255113370,https://x.com/zEAdGpCUYRdLIwU/status/1967222132255113370,自由に生きるなら結婚しなければいいのでは笑 オープンマリッジとか浮気するつもりの男にしか徳のないシステム,zEAdGpCUYRdLIwU,無,0.0,0.0,0.0,NEUTRAL,0.2013089,0.19403535,0.60465574
2025-09-14 22:41:48+09:00,1967222249796391174,https://x.com/tomokomocot/status/1967222249796391174,オープンマリッジ？ 1ミクロンも理解できない,tomokomocot,ともこ,0.0,0.0,6.0,AGAINST,0.3848599,0.27349895,0.34164116
2025-09-14 22:43:30+09:00,1967222679687311825,https://x.com/ecorue/status/1967222679687311825,男性の浮気の言い訳としてじゃなく、女性側も旦那さん以外との性交がOKということでいいのね？ 他の人との子供ができても育てていくことに合意はできてるのかな？ 参政党みたいにフリーセックス、子は皆で育てるって考えなら、オープンマリッジにも意味はあると思う。,ecorue,えこる〜@Tokyo,0.0,0.0,1.0,NEUTRAL,0.24808308,0.21385612,0.5380608
2025-09-14 22:44:54+09:00,1967223032986181773,https://x.com/2jigen_daisuki/status/1967223032986181773,オープンマリッジ公言でチャンネル離脱者が結構いるようだけど理解してくれるスポンサーがどれだけ残るかだね。 入江氏も気の毒に。,2jigen_daisuki,由美の兄貴,0.0,0.0,0.0,NEUTRAL,0.26218462,0.19503862,0.54277676
2025-09-14 22:45:13+09:00,1967223110786314273,https://x.com/stakiti/status/1967223110786314273,オープンマリッジという言葉で炎上するこの世界に絶望,stakiti,スタさん,0.0,0.0,0.0,AGAINST,0.42905733,0.27077737,0.30016533
2025-09-14 22:47:01+09:00,1967223564953850158,https://x.com/oao12_n/status/1967223564953850158,オープンマリッジとかセカパとか、それなら独身でいればいいのに。,oao12_n,N.,0.0,0.0,0.0,NEUTRAL,0.25405642,0.17994106,0.56600255
2025-09-14 22:47:34+09:00,1967223700308312150,https://x.com/shinobutime5005/status/1967223700308312150,なんやねん、オープンマリッジて,shinobutime5005,ShiN0,0.0,0.0,0.0,NEUTRAL,0.22680685,0.23668352,0.53650963
2025-09-14 22:49:15+09:00,1967224126088835221,https://x.com/keisuk3114/status/1967224126088835221,オープンマリッジって初めて聞いた。 ほとんどのことはお互いが良ければいいんじゃないってなるけど なんのための結婚？とはなるよね。 結婚ってなんなんだろ。 もちろんお互いがいいならいいんだけど。 それでも結婚ってなんなんだ？笑,keisuk3114,えにし,1.0,0.0,8.0,NEUTRAL,0.2600831,0.19175163,0.5481653
2025-09-14 22:51:04+09:00,1967224582827589998,https://x.com/nagi_tepe/status/1967224582827589998,オープンマリッジはどうでもいいけど、おれ結婚するならはじめしゃちょーみたいな感じよりヒカルみたいな形がいいな,nagi_tepe,てぺ,0.0,0.0,0.0,NEUTRAL,0.315496,0.2494324,0.43507156
2025-09-14 22:51:28+09:00,1967224682685616449,https://x.com/converse3stars/status/1967224682685616449,オープンマリッジであることを公表したヒカルさんに対して批判しているのは 御門違い。当事者の2人が良いといっているのに2人のことを2人以上に知らない人が知ったかして可哀想は的外れすぎる。  ,,,,,,NEUTRAL,0.24852549,0.23480807,0.5166664
2025-09-14 22:52:51+09:00,1967225031072813206,https://x.com/yuni_mnst/status/1967225031072813206,結婚したばかりでオープンマリッジとか言い始めるの最低だな。 セカンドパートナーと何が違うんwww,yuni_mnst,ゆにごん,0.0,0.0,1.0,NEUTRAL,0.27497414,0.19346884,0.531557
2025-09-14 22:55:59+09:00,1967225821057397028,https://x.com/ef_a_tale_of_SK/status/1967225821057397028,オープンマリッジ別にお互いがいいならいいんだろうけどその結論に至る意味がわからない そもそもクズやんそんなの,ef_a_tale_of_SK,かさまつ,0.0,0.0,1.0,NEUTRAL,0.38023183,0.22955522,0.39021292
2025-09-14 22:57:29+09:00,1967226195927519516,https://x.com/marutaismotto66/status/1967226195927519516,ヒカルのオープンマリッジの件だけど、動画になってるって時点で2人で最終的には判断して決めてるんじゃないの？  顔ひきつってるとかファンやめるとかなんか色々言ってる人いるけど、夫婦の形くらい好きにさせてあげれば良いのにw  この第三者達は何様なんだw  ここ数年観てない元ファンより。,marutaismotto66,丸太椅子最,0.0,0.0,3.0,NEUTRAL,0.25772274,0.21009642,0.53218085
2025-09-14 22:57:52+09:00,1967226293638103401,https://x.com/Tsubasa_myth/status/1967226293638103401,ポリアモリーやオープンマリッジに関して、noteを書くか…10年ぶりに、色々と。相当エネルギーはいるのだけど、多分今の日本で俺にしかできない仕事だよな…,Tsubasa_myth,翼 -TSUBASA-,0.0,0.0,1.0,FAVOR,0.2860587,0.36335653,0.3505848
2025-09-14 22:59:15+09:00,1967226643719803178,https://x.com/matomedane/status/1967226643719803178,【炎上】ヒカルと進撃のノア 結婚後オープンマリッジ宣言が大炎上「俺は離婚はしたくない。でも浮気もしたい」登録者数が2時間で2万人減少  ,,,,,,NEUTRAL,0.30475295,0.26302072,0.4322263
2025-09-14 23:01:11+09:00,1967227126954045573,https://x.com/www_owata/status/1967227126954045573,オープンマリッジってなんや　つまり妊娠しても当たり前に自分の子じゃない可能性高いってことだよな　ほんとに日本か？,www_owata,マルオ,0.0,0.0,1.0,NEUTRAL,0.35239804,0.2400526,0.40754935
2025-09-14 23:01:57+09:00,1967227320789532719,https://x.com/22sotunoinsei/status/1967227320789532719,オープンマリッジせんﾜﾗ,22sotunoinsei,ばくだんいわ.(28),0.0,0.0,2.0,NEUTRAL,0.26995763,0.31856793,0.4114744
2025-09-14 23:01:57+09:00,1967227321343205852,https://x.com/neglect_chan/status/1967227321343205852,ヒカルと進撃のノアのオープンマリッジ宣言、夫婦間の問題だから外野がどう感情を持つかどうかは関係ないというのはわかってるけど、これって結婚する前に決めとくべきでは？「海外ではよくある」ってコメントも見たけど新婚状態ではさすがに無いでしょう。後出しジャンケンにしか思えない。,neglect_chan,ネグレクトちゃん,0.0,2.0,110.0,NEUTRAL,0.198598,0.13588302,0.66551906
2025-09-14 23:02:52+09:00,1967227551690195315,https://x.com/pinky07643969/status/1967227551690195315,オープンマリッジねぇ… なんか格好つけたような言葉に置き換えてるけど全然理解出来ないや,pinky07643969,スリービーラボ,0.0,0.0,6.0,NEUTRAL,0.35103837,0.2304343,0.41852733
2025-09-14 23:05:02+09:00,1967228097260126511,https://x.com/IQ200XIII/status/1967228097260126511,ヒカルが15人くらいに会いたい、好きと送りつけて呼びつけてすぐやっちゃう癖っていうの一生治らないだろうな。  YouTuberとしても 家で一人で落ち着くタイプではなく 常に誰かと一緒に居たいタイプなので オープンマリッジの選択は納得が出来る。,IQ200XIII,XIII,0.0,0.0,0.0,NEUTRAL,0.22894958,0.19154441,0.57950604
2025-09-14 23:08:57+09:00,1967229085517861162,https://x.com/neko_asia/status/1967229085517861162,普通オープンマリッジとか言われたら土下座させるくらいの勢いでブチギレ返すのでは…,neko_asia,ゆう,0.0,0.0,1.0,NEUTRAL,0.30082896,0.25288945,0.44628164
2025-09-14 23:10:38+09:00,1967229508785987765,https://x.com/tokotoko_chaan/status/1967229508785987765,Youtuberのヒカルさんがノアさんと結婚するときに、「今まで付き合ってた男性がクズすぎるから俺が幸せにする」って言ってたのに オープンマリッジって言って「浮気OK！ハーレム作ります！」って宣言する動画出してて、あなたが歴代最低の男性になってませんか…。洗脳するなら解放してあげて,tokotoko_chaan,トコトコ,33.0,0.0,0.0,NEUTRAL,0.24008828,0.24103624,0.5188754
