timestamp,tweet_id,url,content,user_id,user_name,reply_count,retweet_count,like_count,bert_label,bert_positive,bert_neutral,bert_negative
2023-12-24 23:17:09+09:00,1738926793296687534,https://x.com/ohyama_yusuko/status/1738926793296687534,M-1の審査員は 好みが合う松本人志 一切ブレない博多大吉 高得点配りおじさん富澤 が個人的に好きかなぁ ,,,,,,POSITIVE,0.8637444972991943,0.13245101273059845,0.003804524429142475
2023-12-24 23:17:15+09:00,1738926816637944044,https://x.com/yoshida_g_g/status/1738926816637944044,令和ロマンもすごいし、松本人志もえぐい。,yoshida_g_g,よしだ,0.0,0.0,2.0,POSITIVE,0.9704450964927673,0.021873097866773605,0.007681758608669043
2023-12-24 23:17:58+09:00,1738926997445980537,https://x.com/Molvi_Toka/status/1738926997445980537,令和ロマンさん、おめでとうございます！松本人志さんの票が入るまでどきどきでした,Molvi_Toka,م و ل و ی,0.0,0.0,0.0,POSITIVE,0.9141511917114258,0.07069751620292664,0.015151291154325008
2023-12-24 23:18:18+09:00,1738927082829402388,https://x.com/9cck1/status/1738927082829402388,松本人志はあんまり詳しくないのでなんとも言えないのだが、大崎洋の証言とか本(プールの約束がどうとか笑いの深淵がどうとか)が出てるのでそれ踏まえないで評してもエアプでは。 証言を踏まえてビジュアルバムとかごっつを見返すくらいはすべきだろうと思うけども。,9cck1,9おcぉck,0.0,0.0,1.0,NEUTRAL,0.024973800405859947,0.7240163683891296,0.2510097920894623
2023-12-24 23:18:33+09:00,1738927143588106635,https://x.com/PenchM1zu0/status/1738927143588106635,個人的には、松本人志さんの口から「モグライダーは売れてるからな」という台詞が出た時が一番痺れました。,PenchM1zu0,ペンチ水尾,0.0,0.0,2.0,POSITIVE,0.5443351864814758,0.43015387654304504,0.02551092952489853
2023-12-24 23:19:01+09:00,1738927261016043875,https://x.com/sutoraiku19/status/1738927261016043875,松本人志さんM1も良いけどガキ使ももう一度やってよ笑,sutoraiku19,YOSHIKI,0.0,0.0,1.0,POSITIVE,0.5476374626159668,0.43606382608413696,0.016298668459057808
2023-12-24 23:19:02+09:00,1738927266024005698,https://x.com/yoyunaiyochan/status/1738927266024005698,最終審査で令和ロマンに入れたのが松本人志、中川家礼二、ナイツ塙、大吉先生で、ヤーレンズに入れたのがサンド富澤、山田邦子、ともこ姉さんで、何となく傾向分かるのすごい。,yoyunaiyochan,余裕のないよっちゃん,0.0,0.0,1.0,POSITIVE,0.9799255728721619,0.017625242471694946,0.0024491643998771906
2023-12-24 23:19:07+09:00,1738927286274138130,https://x.com/umauma0729/status/1738927286274138130,ともしげさん系の天然型ですよね  来年は本命当てまくりの 松本人志さん系の 天才型のFinさん見せてください,umauma0729,うまうま生活（ときどきタイガース,0.0,0.0,0.0,POSITIVE,0.8530281186103821,0.14370113611221313,0.0032707564532756805
2023-12-24 23:19:15+09:00,1738927321908904038,https://x.com/jyojijyoji555/status/1738927321908904038,松本人志はしっかりしてましたね！ M-1グランプリ　令和ロマンおめでとうございます,jyojijyoji555,じょーじ。,0.0,0.0,9.0,POSITIVE,0.9876476526260376,0.010657748207449913,0.001694528735242784
2023-12-24 23:20:10+09:00,1738927548892152166,https://x.com/jyojijyoji555/status/1738927548892152166,松本人志の審査はしっかりしてましたね,jyojijyoji555,じょーじ。,0.0,0.0,2.0,POSITIVE,0.9570041298866272,0.040726300328969955,0.002269604941830039
2023-12-24 23:20:26+09:00,1738927617900986728,https://x.com/macmac1218/status/1738927617900986728,つまり素人と同じ視点で点数をつけることの出来る松本人志さんが適任で後の審査員は素人目線に立てないボンクラ共は不適切な人選ということですか？,macmac1218,マック in the place to be,0.0,0.0,0.0,NEUTRAL,0.03134012967348099,0.9084854125976562,0.06017448380589485
2023-12-24 23:20:48+09:00,1738927711291383872,https://x.com/fukusanity/status/1738927711291383872,松本人志がハマらなかった時に「わかってないの俺だけなんかなあと思って礼仁を見たら………」って言ってて大御所になっても自分に批判的なの偉いねと思った,fukusanity,グッドフクサニティ賞,2.0,4.0,132.0,POSITIVE,0.5966882705688477,0.36658143997192383,0.03673020750284195
2023-12-24 23:21:04+09:00,1738927777259438323,https://x.com/wasurejinobase/status/1738927777259438323,それはそうとして山田邦子は今年も採点基準がブレッブレでこういうのって慣れじゃないねんなって思いました。松本人志さんはさすがでした。,wasurejinobase,ショーン・ザ・タワーリング・インフェルノ,0.0,0.0,6.0,NEUTRAL,0.17831847071647644,0.6826541423797607,0.13902732729911804
2023-12-24 23:21:29+09:00,1738927882318368850,https://x.com/fukusaco/status/1738927882318368850,松本人志が1本目に89点なんて付けたもんだから、新山がキレて見せ算やったと思ってる。 大会がつまらなくなった。 あの採点は間違い。  ,,,,,,POSITIVE,0.9327247142791748,0.055219631642103195,0.012055628933012486
2023-12-24 23:21:39+09:00,1738927924412305769,https://x.com/botcher_matsu/status/1738927924412305769,松本人志の採点とコメントが終始素晴らしかった,botcher_matsu,Sho,0.0,0.0,1.0,POSITIVE,0.9882051944732666,0.009839573875069618,0.0019552833400666714
2023-12-24 23:21:43+09:00,1738927940958826751,https://x.com/otodesu_ttky/status/1738927940958826751,松本人志のこのペットボトルベコったみたいななんとも言えない口ほんと大好き,otodesu_ttky,おとうふ,0.0,3.0,85.0,POSITIVE,0.991459846496582,0.007406460586935282,0.001133667305111885
2023-12-24 23:21:47+09:00,1738927959153770687,https://x.com/otyatya135/status/1738927959153770687,さや香はマジで1本目も2本目もクソつまらんかったな。松本人志はちゃんと相対評価してて良かった。,otyatya135,あいうえ,0.0,0.0,1.0,POSITIVE,0.7861994504928589,0.1584884524345398,0.05531205236911774
2023-12-24 23:21:48+09:00,1738927961464811858,https://x.com/gahara_36/status/1738927961464811858,M-1見てる途中だけど松本人志がエンゾの年齢分かってたコメントが1番良い,gahara_36,くしろ【公式】,0.0,0.0,0.0,POSITIVE,0.9370561242103577,0.06076083332300186,0.0021830322220921516
2023-12-24 23:21:54+09:00,1738927987826049425,https://x.com/nicoyoudeath/status/1738927987826049425,人志松本は笑い我慢する時は、ベロを出すからね  RT,nicoyoudeath,ヒザさん,0.0,0.0,0.0,NEUTRAL,0.05967959761619568,0.8881533145904541,0.05216711759567261
2023-12-24 23:22:38+09:00,1738928169938538955,https://x.com/kirinkirin_23/status/1738928169938538955,もう松本人志の審査しか信用したくない,kirinkirin_23,アミメ,0.0,0.0,2.0,NEGATIVE,0.002828892320394516,0.04576285183429718,0.9514082074165344
2023-12-24 23:23:10+09:00,1738928307176194266,https://x.com/yakisobadayo__/status/1738928307176194266,絶対そうっすよね！！！  毎年松本人志点数予想してるんですけど最初低すぎたせいでめちゃ点数付けづらそうすぎるやん！！てなってました92かワンチャン93くらいありえるかな思ってたのに,yakisobadayo__,焼きさば,1.0,0.0,1.0,NEUTRAL,0.06599114835262299,0.686592161655426,0.2474166601896286
2023-12-24 23:23:48+09:00,1738928463682400726,https://x.com/9cck1/status/1738928463682400726,松本人志の笑いの深淵がなんだったのか、という暫定的な答えを与えずして松本人志論が語ったり書けたりするのだろうか、という謎がある。 そして今の松本人志はなんだかんだでその深淵の先にはいないだろうと思うので、であればどのようにそれと距離を取って今の松本人志になったか考える必要がある。,9cck1,9おcぉck,1.0,0.0,0.0,NEUTRAL,0.0469934456050396,0.8577020168304443,0.09530458599328995
2023-12-24 23:24:46+09:00,1738928709439279416,https://x.com/daihinmin_pan/status/1738928709439279416,松本人志えらすぎるとか言ってる人どこの国のお笑い大魔神？？？？？？？？？？,daihinmin_pan,大貧民,0.0,0.0,2.0,NEUTRAL,0.11196919530630112,0.8446729779243469,0.043357815593481064
2023-12-24 23:24:58+09:00,1738928758160290167,https://x.com/CaininAoyama/status/1738928758160290167,松本人志に褒められたジェシカよかったな,CaininAoyama,ナツキング,0.0,0.0,1.0,POSITIVE,0.9861047863960266,0.010452492162585258,0.0034427267964929342
2023-12-24 23:24:58+09:00,1738928758453928170,https://x.com/yu_suke_music/status/1738928758453928170,松ちゃんは1本目もさや香低かったんだよね 別に松本人志が絶対ともましてや全てなんて思ってないけど、松ちゃんのさや香の点数は全体で6位 俺の中でも4位か5位だったなぁ正直,yu_suke_music,ゆうすけ@CDJ2526全通,1.0,0.0,1.0,NEUTRAL,0.13377797603607178,0.8003324866294861,0.06588958203792572
2023-12-24 23:25:14+09:00,1738928824296128709,https://x.com/teleporter_965/status/1738928824296128709,令和ロマンは順当に面白かったし、決勝ネタが強かったのも松本人志が言った通りで凄かった。ヤーレンズに3票入ったのが不思議なくらい差はあった気がする。 終始、女性審査員2人の点数付けに振り回された感じの大会だったのでは？ ,,,,,,NEUTRAL,0.024269096553325653,0.8321382999420166,0.14359259605407715
2023-12-24 23:25:43+09:00,1738928947604369443,https://x.com/goldhighstart/status/1738928947604369443,,,,,,,NEUTRAL,0.017027560621500015,0.9456810355186462,0.03729134052991867
2023-12-24 23:25:45+09:00,1738928954445267059,https://x.com/akanwalkeriute/status/1738928954445267059,松本人志の審査の点数付けが誠実すぎるが故に、さくっと高得点つける審査員の影響が大きくなるパラドックス,akanwalkeriute,とんぬら@こっそり起業日記,0.0,0.0,0.0,NEGATIVE,0.02729114145040512,0.3082534074783325,0.6644554734230042
2023-12-24 23:25:58+09:00,1738929010128884135,https://x.com/Koala_fight/status/1738929010128884135,というか松本人志だけが令和ロマンの力を見抜いてさや香に80点台つけたところから全部の流れが決まった気がする,Koala_fight,自生のケシ,0.0,0.0,66.0,POSITIVE,0.7500332593917847,0.23803098499774933,0.011935717426240444
2023-12-24 23:26:43+09:00,1738929197475864591,https://x.com/frontale_01/status/1738929197475864591,クリスマスは散々はしゃいだ後、1人この曲を聴いてちょっと泣くのがここ数年の定番。  作詞は先ほどM-1の審査員をしていた松本人志。,frontale_01,とぅもねば,0.0,0.0,19.0,POSITIVE,0.5995662212371826,0.3874702453613281,0.012963487766683102
2023-12-24 23:26:52+09:00,1738929238185771115,https://x.com/rumine_fishbeef/status/1738929238185771115,マユリカ強火担の夫が「優勝いけたやろ！！」って静かにキレてる あたしのが松本人志に近くてごめんね,rumine_fishbeef,るみね,0.0,0.0,0.0,NEGATIVE,0.04219527542591095,0.28216007351875305,0.6756446361541748
2023-12-24 23:28:06+09:00,1738929547402461585,https://x.com/doudeshow/status/1738929547402461585,ジョンソンが終わる発言の松本人志を非難する一同w,doudeshow,doudeshow,0.0,0.0,0.0,NEUTRAL,0.042437318712472916,0.750447154045105,0.20711545646190643
2023-12-24 23:28:26+09:00,1738929631724818762,https://x.com/uni_ikura_11/status/1738929631724818762,川島明「(松本人志は)日本一言霊のある方なんで」,,,0.0,0.0,0.0,NEUTRAL,0.11389285326004028,0.8596252799034119,0.026481876149773598
2023-12-24 23:28:35+09:00,1738929670387876318,https://x.com/A00970383A/status/1738929670387876318,【Ｍ―１】松本人志、最後に登場のモグライダーの不振に爆弾発言「『ジョンソン』も終わっちゃうし…」（スポーツ報知） - Yahoo!ニュース  素人でもわかるツマらなさだった 楽しみにしてただけに残念だ  news.yahoo.co.jp/articles/ea697 …,A00970383A,桂樹,0.0,0.0,0.0,NEGATIVE,0.0043397038243710995,0.017608029767870903,0.9780523180961609
2023-12-24 23:28:50+09:00,1738929731716907381,https://x.com/yama_stay_stay/status/1738929731716907381,令和ロマン初めて観たけど面白かった～まさに納得の優勝。 さや香のネタは？だったけど、一本目から松本人志に「令和ロマンを越えてない」と言い切られたらもう正攻法じゃなくて変化球出すしか無いよな。というかあの発言でもう気持ちが折られてたのでは。,yama_stay_stay,春,0.0,0.0,1.0,NEUTRAL,0.21570050716400146,0.6270978450775146,0.1572015881538391
2023-12-24 23:29:08+09:00,1738929805721239987,https://x.com/Beautiful_sound/status/1738929805721239987,ここまっじで震えました  松本人志が最後の一手なのがもう、映画 ,,,,,,NEUTRAL,0.40214887261390686,0.5517182350158691,0.046132951974868774
2023-12-24 23:29:26+09:00,1738929881118032047,https://x.com/AQT0602/status/1738929881118032047,今年の本戦の最大のインパクトは松本人志がさや香に89点をつけたところだったなー,AQT0602,あくた,0.0,0.0,1.0,POSITIVE,0.675173282623291,0.3100641369819641,0.01476262416690588
2023-12-24 23:30:19+09:00,1738930104565424397,https://x.com/teragakidesu/status/1738930104565424397,松本人志が作詞のチキンライスっていう曲、とてもいいですよ 特にM1のクリスマスイブには  ↓ 親孝行って何？って考える でもそれを考えようとすることがもう 親孝行なのかもしれない  子どもの頃たまに家族で外食 いつも頼んでいたのはチキンライス 豪華なもの頼めば二度とつれてきては,teragakidesu,寺垣俊介𝕏ネクスパート法律事務所,2.0,1.0,22.0,POSITIVE,0.7930874228477478,0.18999066948890686,0.01692189648747444
2023-12-24 23:30:35+09:00,1738930171128992214,https://x.com/muimuiushiroto/status/1738930171128992214,松本人志の採点で納得できたことがあまりないのはさておきとして博多大吉のあのコメントの妙な具体性が漫才しないけど普通に参考になる,muimuiushiroto,ちゃんあざ来年鼻フル,0.0,0.0,4.0,NEUTRAL,0.35789844393730164,0.6108903884887695,0.031211193650960922
2023-12-24 23:30:41+09:00,1738930197091803404,https://x.com/BOBO_POIPE/status/1738930197091803404,素人目にも的外れな松本人志論のお陰でM-1のTLに耐性をつけることが出来ました！！,BOBO_POIPE,ボボポイぺ,0.0,0.0,1.0,POSITIVE,0.9835817813873291,0.014117914251983166,0.00230022962205112
2023-12-24 23:30:50+09:00,1738930236572790914,https://x.com/tundratiger/status/1738930236572790914,ほぼ終電で帰路。一緒にM-1見てた人たちとは「さや香の二本目は“漫才”なのか」「でもさや香の二本目良かった」という声もあって割と三組とも可能性あるんじゃないかって気持ちで結果を見てました。  あと松本人志の点数が適切だったという声が多いけど、我々の間では博多大吉への共感が強かったです。,tundratiger,ルイ,1.0,1.0,6.0,POSITIVE,0.8676792979240417,0.12152141332626343,0.010799266397953033
2023-12-24 23:30:52+09:00,1738930243585671312,https://x.com/temaemisoitchou/status/1738930243585671312,終ぞ山田邦子さんと松本人志さん以外、ほとんどどちらかに寄せた驚き等々リアクションしてないことに、お立場表明後も、結果判明後さえも審査員としての重責に打ちひしがれてる感isあるよな。。  審査員のみなさん本当にお疲れ様でした！！！！  x.com/80412_/status/ …,temaemisoitchou,味味kaburi(キシカン),0.0,0.0,0.0,NEGATIVE,0.002818874316290021,0.02349679544568062,0.9736843109130859
2023-12-24 23:31:06+09:00,1738930303392235685,https://x.com/sakumomo29/status/1738930303392235685,これも思った！さや香が去年よかっただけに、他の審査員はそれに引っ張られてるかな？と思った。多分さや香を残そうとしてたんじゃないかな？松本人志がそう言ってくれたから基準が統一されたよね。,sakumomo29,さくもも,0.0,0.0,1.0,POSITIVE,0.9601498246192932,0.03429640084505081,0.005553768016397953
2023-12-24 23:31:23+09:00,1738930375332946217,https://x.com/KanataHoshino2/status/1738930375332946217,松本人志は点数のインフレ化を阻止して令和ロマンを王者に導いたので、お笑い界の日銀総裁。,KanataHoshino2,Kanata,0.0,0.0,0.0,POSITIVE,0.7763432264328003,0.21152067184448242,0.012136072851717472
2023-12-24 23:31:54+09:00,1738930505297588544,https://x.com/mojiriko/status/1738930505297588544,準決勝はダンビラのアイドルが最高風速だったけど、決勝だと観客が審査員の目を意識して「これは松本人志理解できてるのかな？」みたいな思考が邪魔してウケ量が減ったのかな,mojiriko,国家権力,0.0,0.0,0.0,NEGATIVE,0.010279973037540913,0.441780149936676,0.5479398369789124
2023-12-24 23:32:10+09:00,1738930568816161276,https://x.com/jyojijyoji555/status/1738930568816161276,令和ロマンおめでとう  松本人志の審査はグッド！  ,,,,,,POSITIVE,0.9717890024185181,0.025828441604971886,0.0023825867101550102
2023-12-24 23:32:21+09:00,1738930615549100293,https://x.com/noflyingcircus/status/1738930615549100293,松本人志は、基本的に嫌いなんだけど、クリスマスに、この曲は何度も聴いて、お前はすごいなぁ、、えらいなぁ、って思うことにしてる。、,noflyingcircus,ビリヤニ定食たびる松永大樹,1.0,0.0,1.0,POSITIVE,0.9425364136695862,0.05232871323823929,0.005134881939738989
2023-12-24 23:32:34+09:00,1738930671509524758,https://x.com/stray_bullet555/status/1738930671509524758,令和ロマンとヤーレンズが3:3で並んだ時の松本人志の驚きが全て,stray_bullet555,くりーん,1.0,0.0,3.0,NEUTRAL,0.2425714135169983,0.7358455061912537,0.02158302068710327
2023-12-24 23:32:55+09:00,1738930758193176904,https://x.com/pray_water/status/1738930758193176904,M-1決勝大好きなので何年に誰が誰に何点入れたとかWikipediaでよく見るんやけど、今年全体的にレベルうーんって感じやなーって思って見てたら、松本人志が最高点93で終わったのが現体制になってから最低点だった。 今までは最高94点(2018年)が最低点。,pray_water,みずきち,0.0,0.0,2.0,NEUTRAL,0.020925277844071388,0.49368152022361755,0.4853931665420532
2023-12-24 23:33:01+09:00,1738930783254131012,https://x.com/aki007fan/status/1738930783254131012,そら、そういう審査になるよ。片方は漫才で今をきづいた人とタレントとしてやってた人では全然考えは違うもん。M―1優勝候補「さや香」の山田邦子と松本人志の大きく割れた採点にネットざわつく「98と89エグい」 ,,,0.0,0.0,0.0,NEGATIVE,0.017461763694882393,0.2984817922115326,0.6840564608573914
2023-12-24 23:33:26+09:00,1738930889118331231,https://x.com/UltomSeven/status/1738930889118331231,令和ロマンに90点をつけてしまったが故に後々の採点が苦しそうな松本人志が面白かった。,UltomSeven,ゼンカイザワ,0.0,0.0,5.0,POSITIVE,0.9730163216590881,0.024239782243967056,0.0027439622208476067
